date,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,vaccine,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,n_patiens_ICU_that_day
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-05,10.0,1.0,10.0,1.0,10.0,1.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-06,4.0,0.0,14.0,1.0,14.0,1.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-07,6.0,0.0,20.0,1.0,20.0,1.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-08,2.0,0.0,22.0,1.0,22.0,1.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-09,4.0,0.0,26.0,1.0,26.0,1.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-10,8.0,2.0,34.0,3.0,34.0,3.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-11,11.0,0.0,45.0,3.0,45.0,3.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-12,22.0,1.0,67.0,4.0,57.0,3.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-13,35.0,4.0,102.0,8.0,88.0,7.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-14,13.0,1.0,115.0,9.0,95.0,8.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-15,16.0,0.0,131.0,9.0,109.0,8.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-16,27.0,3.0,158.0,12.0,132.0,11.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-17,56.0,2.0,214.0,14.0,180.0,11.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-18,49.0,0.0,263.0,14.0,218.0,11.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-19,40.0,1.0,303.0,15.0,236.0,11.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-20,84.0,2.0,387.0,17.0,285.0,9.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-21,69.0,0.0,456.0,17.0,341.0,8.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-22,80.0,3.0,536.0,20.0,405.0,11.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-23,99.0,5.0,635.0,25.0,477.0,13.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-24,116.0,5.0,751.0,30.0,537.0,16.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-25,117.0,11.0,868.0,41.0,605.0,27.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-26,107.0,10.0,975.0,51.0,672.0,36.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-27,121.0,6.0,1096.0,57.0,709.0,40.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-28,92.0,9.0,1188.0,66.0,732.0,49.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-29,94.0,4.0,1282.0,70.0,746.0,50.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-30,129.0,11.0,1411.0,81.0,776.0,56.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-03-31,105.0,10.0,1516.0,91.0,765.0,61.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-01,114.0,10.0,1630.0,101.0,762.0,60.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-02,147.0,9.0,1777.0,110.0,802.0,59.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-03,120.0,7.0,1897.0,117.0,801.0,60.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-04,104.0,6.0,2001.0,123.0,813.0,57.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-05,72.0,8.0,2073.0,131.0,791.0,61.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-06,148.0,20.0,2221.0,151.0,810.0,70.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-07,120.0,5.0,2341.0,156.0,825.0,65.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-08,115.0,12.0,2456.0,168.0,826.0,67.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-09,143.0,6.0,2599.0,174.0,822.0,64.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-10,100.0,5.0,2699.0,179.0,802.0,62.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-11,156.0,18.0,2855.0,197.0,854.0,74.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-12,135.0,8.0,2990.0,205.0,917.0,74.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-13,186.0,12.0,3176.0,217.0,955.0,66.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-14,139.0,11.0,3315.0,228.0,974.0,72.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-15,164.0,8.0,3479.0,236.0,1023.0,68.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-16,157.0,6.0,3636.0,242.0,1037.0,68.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-17,170.0,12.0,3806.0,254.0,1107.0,75.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-18,134.0,16.0,3940.0,270.0,1085.0,73.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-19,126.0,9.0,4066.0,279.0,1076.0,74.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-20,199.0,15.0,4265.0,294.0,1089.0,77.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-21,228.0,29.0,4493.0,323.0,1178.0,95.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-22,185.0,17.0,4678.0,340.0,1199.0,104.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-23,294.0,29.0,4972.0,369.0,1336.0,127.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-24,223.0,24.0,5195.0,393.0,1389.0,139.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-25,160.0,8.0,5355.0,401.0,1415.0,131.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-26,109.0,10.0,5464.0,411.0,1398.0,132.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-27,220.0,22.0,5684.0,433.0,1419.0,139.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-28,200.0,21.0,5884.0,454.0,1391.0,131.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-29,199.0,17.0,6083.0,471.0,1405.0,131.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-04-30,225.0,17.0,6308.0,488.0,1336.0,119.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-01,155.0,17.0,6463.0,505.0,1268.0,112.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-02,166.0,12.0,6629.0,517.0,1274.0,116.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-03,124.0,9.0,6753.0,526.0,1289.0,115.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-04,196.0,21.0,6949.0,547.0,1265.0,114.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-05,229.0,21.0,7178.0,568.0,1294.0,114.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-06,298.0,15.0,7476.0,583.0,1393.0,112.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-07,334.0,24.0,7810.0,607.0,1502.0,119.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-08,295.0,15.0,8105.0,622.0,1642.0,117.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-09,274.0,12.0,8379.0,634.0,1750.0,117.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-10,271.0,12.0,8650.0,646.0,1897.0,120.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-11,359.0,16.0,9009.0,662.0,2060.0,115.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-12,398.0,25.0,9407.0,687.0,2229.0,119.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-13,367.0,19.0,9774.0,706.0,2298.0,123.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-14,466.0,23.0,10240.0,729.0,2430.0,122.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-15,457.0,18.0,10697.0,747.0,2592.0,125.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-16,394.0,17.0,11091.0,764.0,2712.0,130.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-17,469.0,26.0,11560.0,790.0,2910.0,144.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-18,660.0,40.0,12220.0,830.0,3211.0,168.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-19,611.0,33.0,12831.0,863.0,3424.0,176.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-20,728.0,26.0,13559.0,889.0,3785.0,183.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-21,824.0,42.0,14383.0,931.0,4143.0,202.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-22,853.0,34.0,15236.0,965.0,4539.0,218.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-23,763.0,22.0,15999.0,987.0,4908.0,223.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-24,622.0,22.0,16621.0,1009.0,5061.0,219.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-25,640.0,24.0,17261.0,1033.0,5041.0,203.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-26,797.0,34.0,18058.0,1067.0,5227.0,204.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-27,904.0,43.0,18962.0,1110.0,5403.0,221.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-28,940.0,51.0,19902.0,1161.0,5519.0,230.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-29,1017.0,69.0,20919.0,1230.0,5683.0,265.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-30,841.0,41.0,21760.0,1271.0,5761.0,284.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-05-31,646.0,35.0,22406.0,1306.0,5785.0,297.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-01,998.0,43.0,23404.0,1349.0,6143.0,316.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-02,1043.0,48.0,24447.0,1397.0,6389.0,330.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-03,1054.0,55.0,25501.0,1452.0,6539.0,342.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-04,1113.0,48.0,26614.0,1500.0,6712.0,339.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-05,1208.0,64.0,27822.0,1564.0,6903.0,334.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-06,1024.0,52.0,28846.0,1616.0,7086.0,345.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-07,857.0,48.0,29703.0,1664.0,7297.0,358.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-08,1408.0,69.0,31111.0,1733.0,7707.0,384.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-09,1441.0,62.0,32552.0,1795.0,8105.0,398.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-10,1662.0,72.0,34214.0,1867.0,8713.0,415.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-11,1652.0,69.0,35866.0,1936.0,9252.0,436.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-12,1928.0,62.0,37794.0,1998.0,9972.0,434.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-13,1372.0,72.0,39166.0,2070.0,10320.0,454.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-14,1222.0,52.0,40388.0,2122.0,10685.0,458.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-15,1425.0,60.0,41813.0,2182.0,10702.0,449.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-16,2008.0,71.0,43821.0,2253.0,11269.0,458.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-17,2079.0,79.0,45900.0,2332.0,11686.0,465.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-18,2290.0,85.0,48190.0,2417.0,12324.0,481.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-19,2215.0,110.0,50405.0,2527.0,12611.0,529.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-20,2296.0,117.0,52701.0,2644.0,13535.0,574.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-21,1737.0,80.0,54438.0,2724.0,14050.0,602.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-22,2725.0,111.0,57163.0,2835.0,15350.0,653.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-23,2847.0,128.0,60010.0,2963.0,16189.0,710.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-24,3107.0,120.0,63117.0,3083.0,17217.0,751.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-25,3015.0,124.0,66132.0,3207.0,17942.0,790.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-26,3010.0,127.0,69142.0,3334.0,18737.0,807.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-27,2370.0,98.0,71512.0,3432.0,18811.0,788.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-28,1933.0,68.0,73445.0,3500.0,19007.0,776.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-29,2932.0,117.0,76377.0,3617.0,19214.0,782.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-06-30,3042.0,153.0,79419.0,3770.0,19409.0,807.0,Sin vacunas,0.0,0.0,0.0,0.0,0.0
2020-07-01,2963.0,123.0,82382.0,3893.0,19265.0,810.0,Sin vacunas,0.0,0.0,0.0,0.0,576.0
2020-07-02,3088.0,136.0,85470.0,4029.0,19338.0,822.0,Sin vacunas,0.0,0.0,0.0,0.0,594.0
2020-07-03,3302.0,138.0,88772.0,4167.0,19630.0,833.0,Sin vacunas,0.0,0.0,0.0,0.0,620.0
2020-07-04,2482.0,127.0,91254.0,4294.0,19742.0,862.0,Sin vacunas,0.0,0.0,0.0,0.0,637.0
2020-07-05,2386.0,109.0,93640.0,4403.0,20195.0,903.0,Sin vacunas,0.0,0.0,0.0,0.0,658.0
2020-07-06,3933.0,181.0,97573.0,4584.0,21196.0,967.0,Sin vacunas,0.0,0.0,0.0,0.0,676.0
2020-07-07,4177.0,175.0,101750.0,4759.0,22331.0,989.0,Sin vacunas,0.0,0.0,0.0,0.0,688.0
2020-07-08,4017.0,197.0,105767.0,4956.0,23385.0,1063.0,Sin vacunas,0.0,0.0,0.0,0.0,671.0
2020-07-09,3336.0,144.0,109103.0,5100.0,23633.0,1071.0,Sin vacunas,0.0,0.0,0.0,0.0,662.0
2020-07-10,3503.0,148.0,112606.0,5248.0,23834.0,1081.0,Sin vacunas,0.0,0.0,0.0,0.0,686.0
2020-07-11,3289.0,173.0,115895.0,5421.0,24641.0,1127.0,Sin vacunas,0.0,0.0,0.0,0.0,701.0
2020-07-12,2716.0,135.0,118611.0,5556.0,24971.0,1153.0,Sin vacunas,0.0,0.0,0.0,0.0,735.0
2020-07-13,4495.0,228.0,123106.0,5784.0,25533.0,1200.0,Sin vacunas,0.0,0.0,0.0,0.0,752.0
2020-07-14,4843.0,215.0,127949.0,5999.0,26199.0,1240.0,Sin vacunas,0.0,0.0,0.0,0.0,772.0
2020-07-15,4666.0,194.0,132615.0,6193.0,26848.0,1237.0,Sin vacunas,0.0,0.0,0.0,0.0,783.0
2020-07-16,5033.0,237.0,137648.0,6430.0,28545.0,1330.0,Sin vacunas,0.0,0.0,0.0,0.0,793.0
2020-07-17,5020.0,209.0,142668.0,6639.0,30062.0,1391.0,Sin vacunas,0.0,0.0,0.0,0.0,823.0
2020-07-18,3637.0,125.0,146305.0,6764.0,30410.0,1343.0,Sin vacunas,0.0,0.0,0.0,0.0,824.0
2020-07-19,3878.0,166.0,150183.0,6930.0,31572.0,1374.0,Sin vacunas,0.0,0.0,0.0,0.0,842.0
2020-07-20,5803.0,233.0,155986.0,7163.0,32880.0,1379.0,Sin vacunas,0.0,0.0,0.0,0.0,853.0
2020-07-21,6208.0,266.0,162194.0,7429.0,34245.0,1430.0,Sin vacunas,0.0,0.0,0.0,0.0,890.0
2020-07-22,6550.0,246.0,168744.0,7675.0,36129.0,1482.0,Sin vacunas,0.0,0.0,0.0,0.0,902.0
2020-07-23,6080.0,267.0,174824.0,7942.0,37176.0,1512.0,Sin vacunas,0.0,0.0,0.0,0.0,913.0
2020-07-24,6230.0,202.0,181054.0,8144.0,38386.0,1505.0,Sin vacunas,0.0,0.0,0.0,0.0,955.0
2020-07-25,4585.0,145.0,185639.0,8289.0,39334.0,1525.0,Sin vacunas,0.0,0.0,0.0,0.0,980.0
2020-07-26,3791.0,185.0,189430.0,8474.0,39247.0,1544.0,Sin vacunas,0.0,0.0,0.0,0.0,993.0
2020-07-27,6373.0,231.0,195803.0,8705.0,39817.0,1542.0,Sin vacunas,0.0,0.0,0.0,0.0,1002.0
2020-07-28,6583.0,217.0,202386.0,8922.0,40192.0,1493.0,Sin vacunas,0.0,0.0,0.0,0.0,1024.0
2020-07-29,6657.0,214.0,209043.0,9136.0,40299.0,1461.0,Sin vacunas,0.0,0.0,0.0,0.0,1057.0
2020-07-30,6515.0,214.0,215558.0,9350.0,40734.0,1408.0,Sin vacunas,0.0,0.0,0.0,0.0,1076.0
2020-07-31,6620.0,231.0,222178.0,9581.0,41124.0,1437.0,Sin vacunas,0.0,0.0,0.0,0.0,1104.0
2020-08-01,4560.0,156.0,226738.0,9737.0,41099.0,1448.0,Sin vacunas,0.0,0.0,0.0,0.0,1128.0
2020-08-02,4657.0,193.0,231395.0,9930.0,41965.0,1456.0,Sin vacunas,0.0,0.0,0.0,0.0,1122.0
2020-08-03,7688.0,290.0,239083.0,10220.0,43280.0,1515.0,Sin vacunas,0.0,0.0,0.0,0.0,1150.0
2020-08-04,9198.0,301.0,248281.0,10521.0,45895.0,1599.0,Sin vacunas,0.0,0.0,0.0,0.0,1207.0
2020-08-05,8219.0,309.0,256500.0,10830.0,47457.0,1694.0,Sin vacunas,0.0,0.0,0.0,0.0,1219.0
2020-08-06,8813.0,306.0,265313.0,11136.0,49755.0,1786.0,Sin vacunas,0.0,0.0,0.0,0.0,1245.0
2020-08-07,7776.0,225.0,273089.0,11361.0,50911.0,1780.0,Sin vacunas,0.0,0.0,0.0,0.0,1293.0
2020-08-08,4926.0,148.0,278015.0,11509.0,51277.0,1772.0,Sin vacunas,0.0,0.0,0.0,0.0,1502.0
2020-08-09,5021.0,183.0,283036.0,11692.0,51641.0,1762.0,Sin vacunas,0.0,0.0,0.0,0.0,1565.0
2020-08-10,7812.0,236.0,290848.0,11928.0,51765.0,1708.0,Sin vacunas,0.0,0.0,0.0,0.0,1569.0
2020-08-11,7984.0,274.0,298832.0,12202.0,50551.0,1681.0,Sin vacunas,0.0,0.0,0.0,0.0,1585.0
2020-08-12,7623.0,251.0,306455.0,12453.0,49955.0,1623.0,Sin vacunas,0.0,0.0,0.0,0.0,1662.0
2020-08-13,7378.0,266.0,313833.0,12719.0,48520.0,1583.0,Sin vacunas,0.0,0.0,0.0,0.0,1682.0
2020-08-14,7723.0,260.0,321556.0,12979.0,48467.0,1618.0,Sin vacunas,0.0,0.0,0.0,0.0,1718.0
2020-08-15,5559.0,184.0,327115.0,13163.0,49100.0,1654.0,Sin vacunas,0.0,0.0,0.0,0.0,1716.0
