personas,45376763
varones,22273132
mujeres,23103631
fecha,fallecidos,terapia,casos_dx,diagnosticos,internados,casos_fis,casos_fis_ajustada,casos_fa
2020-01-01,0,0,35,173,1,17,17,0
2020-01-02,0,0,14,42,0,26,26,0
2020-01-03,0,0,3,7,0,16,16,0
2020-01-04,0,0,7,18,0,11,11,0
2020-01-05,0,0,5,11,0,10,10,0
2020-01-06,0,0,9,53,0,11,11,0
2020-01-07,0,0,4,30,0,8,8,0
2020-01-08,0,0,3,5,0,11,11,0
2020-01-09,0,0,0,1,0,5,5,0
2020-01-10,0,0,1,77,0,8,8,0
2020-01-11,0,0,0,1,0,12,12,0
2020-01-12,0,0,1,35,0,10,10,0
2020-01-13,0,0,0,2,0,5,5,0
2020-01-14,0,0,0,0,0,3,3,0
2020-01-15,0,0,2,2,0,4,4,0
2020-01-16,0,0,0,3,0,10,10,0
2020-01-17,0,0,2,6,0,7,7,0
2020-01-18,0,0,1,1,0,6,6,0
2020-01-19,0,0,10,42,0,5,5,0
2020-01-20,0,0,1,4,0,8,8,0
2020-01-21,0,0,0,1,0,3,3,0
2020-01-22,0,0,0,1,0,5,5,0
2020-01-23,0,0,0,0,0,2,2,0
2020-01-24,0,0,0,0,0,4,4,0
2020-01-25,0,0,0,0,0,6,6,0
2020-01-26,0,0,1,1,0,15,15,0
2020-01-27,0,0,0,18,0,12,12,0
2020-01-28,0,0,1,2,0,20,20,0
2020-01-29,0,0,1,3,0,14,14,0
2020-01-30,0,0,3,19,0,23,23,0
2020-01-31,0,0,1,2,0,19,19,0
2020-02-01,0,0,0,37,0,5,5,0
2020-02-02,0,0,2,2,0,2,2,0
2020-02-03,0,0,0,1,0,2,2,0
2020-02-04,0,0,1,1,0,2,2,0
2020-02-05,0,0,0,1,0,2,2,0
2020-02-06,0,0,0,0,0,3,3,0
2020-02-07,0,0,0,1,0,7,7,0
2020-02-08,0,0,0,0,0,4,4,0
2020-02-09,1,0,0,0,0,6,6,0
2020-02-10,0,0,1,4,0,6,6,0
2020-02-11,0,0,1,3,0,2,2,0
2020-02-12,0,0,0,7,0,3,3,0
2020-02-13,0,0,1,1,0,3,3,0
2020-02-14,0,0,0,0,0,1,1,0
2020-02-15,0,0,0,0,0,1,1,0
2020-02-16,0,0,0,0,0,1,1,0
2020-02-17,0,0,0,0,0,5,5,0
2020-02-18,0,0,1,1,0,5,5,0
2020-02-19,0,0,1,1,0,2,2,0
2020-02-20,0,0,0,2,0,6,6,0
2020-02-21,0,0,0,0,0,9,9,0
2020-02-22,0,0,0,0,0,10,10,0
2020-02-23,0,0,0,0,0,5,5,0
2020-02-24,0,0,1,1,0,7,7,0
2020-02-25,0,0,0,19,0,6,6,0
2020-02-26,0,0,0,0,0,11,11,0
2020-02-27,0,0,0,5,0,16,16,0
2020-02-28,0,0,0,10,0,9,9,0
2020-02-29,0,0,0,1,0,10,10,0
2020-03-01,0,0,0,0,1,6,6,0
2020-03-02,0,0,0,7,1,10,10,1
2020-03-03,0,0,1,7,3,9,9,2
2020-03-04,0,1,0,6,2,9,9,1
2020-03-05,0,0,0,7,2,13,13,6
2020-03-06,0,1,7,11,4,18,18,4
2020-03-07,1,0,1,7,5,5,5,6
2020-03-08,0,1,2,26,1,16,17,2
2020-03-09,0,3,6,13,8,26,26,4
2020-03-10,0,0,9,37,5,26,27,8
2020-03-11,1,0,4,31,13,36,37,11
2020-03-12,0,2,10,44,14,53,52,22
2020-03-13,1,1,6,84,20,49,50,35
2020-03-14,0,4,7,50,16,64,65,13
2020-03-15,0,2,11,81,18,68,70,16
2020-03-16,0,1,10,97,14,87,88,27
2020-03-17,0,3,18,121,39,98,102,56
2020-03-18,1,5,29,192,38,84,88,49
2020-03-19,0,3,22,137,25,122,122,40
2020-03-20,0,4,30,214,43,140,140,84
2020-03-21,1,6,62,295,45,151,152,69
2020-03-22,0,7,54,222,52,106,102,80
2020-03-23,0,5,33,263,64,138,137,99
2020-03-24,3,6,105,384,45,115,124,116
2020-03-25,4,10,116,434,49,125,122,117
2020-03-26,4,12,110,479,48,103,113,107
2020-03-27,2,7,82,364,59,112,123,121
2020-03-28,2,13,69,405,53,97,90,92
2020-03-29,3,10,109,618,55,87,106,94
2020-03-30,3,19,84,524,71,113,120,129
2020-03-31,3,12,90,584,59,108,107,105
2020-04-01,7,12,121,927,63,112,116,114
2020-04-02,5,9,144,1418,81,125,128,147
2020-04-03,3,9,107,1293,58,125,123,120
2020-04-04,3,8,105,1165,47,110,114,104
2020-04-05,9,12,72,890,42,72,114,72
2020-04-06,7,5,105,1135,66,119,114,148
2020-04-07,6,10,76,1366,59,112,136,120
2020-04-08,11,7,102,1621,54,121,147,115
2020-04-09,8,4,100,1482,38,149,129,143
2020-04-10,5,8,127,1231,53,144,150,100
2020-04-11,5,10,72,1406,60,173,163,156
2020-04-12,5,5,71,1198,59,153,152,135
2020-04-13,7,9,92,1444,63,147,149,186
2020-04-14,9,7,128,1748,57,161,149,139
2020-04-15,8,5,130,1790,63,150,145,164
2020-04-16,8,3,108,1755,54,172,166,157
2020-04-17,6,8,88,1728,74,165,180,170
2020-04-18,4,7,122,1826,59,154,174,134
2020-04-19,9,6,62,1280,74,155,190,126
2020-04-20,7,12,98,1924,103,244,260,199
2020-04-21,10,2,160,2284,85,190,183,228
2020-04-22,11,11,122,2044,105,186,191,185
2020-04-23,10,8,138,2172,86,198,175,294
2020-04-24,13,11,191,2534,71,203,190,223
2020-04-25,12,6,168,2180,60,189,199,160
2020-04-26,6,5,93,1437,57,189,213,109
2020-04-27,13,12,127,1772,71,199,193,220
2020-04-28,12,5,126,2307,62,180,177,200
2020-04-29,10,3,149,2410,71,198,180,199
2020-04-30,9,6,142,2228,78,246,213,225
2020-05-01,20,2,140,2487,57,247,258,155
2020-05-02,11,14,101,1897,67,203,243,166
2020-05-03,9,3,105,1858,39,235,282,124
2020-05-04,7,11,121,2406,72,254,293,196
2020-05-05,6,13,183,3294,95,293,335,229
2020-05-06,9,9,205,3193,91,299,323,298
2020-05-07,11,12,239,3223,111,311,307,334
2020-05-08,8,10,201,3028,134,352,368,295
2020-05-09,10,12,251,3034,106,343,338,274
2020-05-10,12,9,201,1887,78,451,465,271
2020-05-11,15,12,286,2998,145,420,448,359
2020-05-12,5,14,291,3139,133,445,440,398
2020-05-13,13,10,328,3701,158,466,491,367
2020-05-14,13,12,308,3519,120,508,580,466
2020-05-15,17,12,396,3710,136,594,635,457
2020-05-16,10,14,345,3224,150,564,676,394
2020-05-17,13,15,243,2364,156,601,728,469
2020-05-18,16,26,391,3499,203,854,865,660
2020-05-19,12,24,532,4809,195,673,738,611
2020-05-20,15,24,616,4932,234,879,825,728
2020-05-21,17,32,752,5078,246,767,646,824
2020-05-22,17,22,814,4868,199,803,777,853
2020-05-23,12,17,618,4000,179,810,829,763
2020-05-24,15,21,506,3294,174,709,781,622
2020-05-25,15,16,552,3646,230,863,1028,640
2020-05-26,14,24,652,4100,191,899,936,797
2020-05-27,17,24,718,4903,241,870,821,904
2020-05-28,19,34,769,4927,271,890,946,940
2020-05-29,24,31,847,5536,210,953,1018,1017
2020-05-30,19,29,694,4591,235,852,959,841
2020-05-31,16,27,549,3155,187,737,902,646
2020-06-01,29,21,848,4287,226,1280,1382,998
2020-06-02,20,33,927,4720,240,1133,1076,1043
2020-06-03,33,27,935,5422,265,1148,1052,1054
2020-06-04,31,32,881,5104,245,1237,1297,1113
2020-06-05,28,31,970,5422,261,1343,1373,1208
2020-06-06,39,39,1109,5162,261,1311,1546,1024
2020-06-07,31,25,574,2669,246,1211,1386,857
2020-06-08,46,41,1037,4924,313,1618,1792,1408
2020-06-09,21,28,1360,5744,357,1537,1479,1441
2020-06-10,37,29,1355,6413,339,1849,1596,1662
